Job construals – Conceptualizing and measuring process participants’ perception of process embeddedness,2016,1,2,0,True,True,3
Towards a typology of business process management professionals: identifying patterns of competences through latent semantic analysis,2016,1,2,1,False,False,4
Towards dynamic business process management: Adapting processes via cloud-based adaptation processes,2016,1,0,0,False,False,1
Learning path specification for workplace learning based on business process management,2016,0,1,1,False,True,2
Elasticity of the business process execution. Application to Bonita BPM; [Élasticité de l'exécution des processus métiers Application à BonitaBPM],2016,1,0,0,False,False,1
Towards RAM-based variant generation of business process models,2016,3,0,0,False,False,3
Batch processing across multiple business processes based on object life cycles,2016,1,1,0,True,False,2
Towards ontology-based anti-patterns for the verification of business process behavior,2016,3,1,0,False,False,4
Towards a methodology for the engineering of event-driven process applications,2016,6,2,2,True,False,10
An agile approach to improve process-oriented software development,2016,2,1,0,True,False,3
"Expressing pre-, post-conditions, attributes and business constraints in artifact-centric business processes using object role modeling",2016,1,0,1,False,False,2
Potentials of image mining for business process management,2016,4,1,0,False,True,5
Proactive learning from SLA violation in cloud service based application,2016,2,3,0,True,False,5
Towards rigid actor assignment in dynamic workflows,2016,1,2,0,True,True,3
Potential benefits of using social software in ERP-based business process management,2016,2,0,0,False,False,2
Semantic application for the internationalization audit of higher education institutions,2016,0,2,0,True,True,2
A new framework for cloud business process management,2016,4,0,0,False,False,4
Evaluating the reliability of ambient-assisted living business processes,2016,1,2,0,False,True,3
A process based methodology to evaluate the use of PLM tools in the product design,2016,2,1,0,False,False,3
Embracing process compliance and flexibility through behavioral consistency checking in ACM: A repair service management case,2016,6,0,0,False,False,6
Pattern-based engineering of systems-of-systems for process execution support,2016,4,0,0,False,False,4
Agent-based semantic business process management methodology,2016,1,1,0,False,True,2
Cognitive efforts in using integrated models of business processes and rules,2016,1,2,0,False,True,3
Unified compliance modeling and management using compliance descriptors,2016,5,2,0,False,True,7
Business collaboration – an approach towards end-to-end ICT solutions for virtual factory,2016,2,0,0,False,False,2
WebBPMN: A language to design web applications regulated by workflows,2016,3,1,0,False,True,4
Modelling the process of process execution: A process model-driven approach to customising user interfaces for business process support systems,2016,4,0,0,False,False,4
Elastic manufacturing process landscapes,2016,0,1,0,True,True,1
Digital service platform for networked enterprises collaboration: A case study of the NEMESYS project,2016,3,1,0,False,False,4
Integration of risk aspects into business process modeling,2016,3,0,0,False,False,3
Process mining monitoring for map reduce applications in the cloud,2016,1,3,0,False,True,4
Data-aware service choreographies through transparent data exchange,2016,3,0,0,False,False,3
Hybrid business process modeling for the optimization of outcome data,2016,1,2,0,True,False,3
A framework for recommending resource allocation based on process mining,2016,4,0,0,False,False,4
Modelling business process variants using graph transformation rules,2016,1,3,0,True,False,4
To integrate or not to integrate - The business rules question,2016,1,2,0,False,True,3
Towards a common data framework for analytical environments,2016,1,2,0,True,True,3
A case modelling language for process variant management in case-based reasoning,2016,3,0,0,False,False,3
Business process improvement: A process warehouse based resource management method,2015,1,0,1,False,False,2
Business process as a service (BPaaS): The BPaaS design environment,2016,3,1,0,False,False,4
Simulation of BPMN process models: Current BPM tools capabilities,2016,2,0,0,False,False,2
Applying case management principles to support analytics process management,2016,3,0,0,False,False,3
The process of process management: Enabling high performance in a digital world,2016,1,0,0,False,False,1
On energy efficiency of BPM enactment in the cloud,2016,1,1,1,True,False,3
Business process modeling languages: A comparative framework,2016,2,0,0,False,False,2
Towards a common understanding of business process instance data,2016,0,1,1,False,True,2
An experience on applying process mining techniques to the tuscan port community system,2016,4,3,0,False,True,7
ConFlex - An ontology-based approach for the flexible integration of controls into business processes,2016,3,0,0,False,False,3
A procedural approach for evaluating the performance of business processes,2016,1,1,0,False,True,2
