Title,Year,Male Authors,Female Authors,Unknown Gender Authors,First Author Female,Last Author Female,Total Authors
,,0,0,0,False,False,0
The Information System Strategic Planning for Corporate Business Using Business Process Management at CV Sadaf Computer,2023,0,4,0,True,True,4
Know Your Customer (KYC) as a service for Business Process Management (BPM) using Cloud Computing,2022,3,0,1,False,False,4
A Systematic Review of Business Process Management in E-Commerce,2022,2,2,0,True,True,4
MaD: A Dataset for Interview-based BPM in Business Process Management,2023,0,4,1,True,True,5
Exploring factors that affect Business Process Management (BPM) adoption in South African State-Owned Enterprises,2023,1,1,0,True,False,2
A Systematic Review of Business Process Management in E-Commerce,2021,2,2,0,True,True,4
A Systematic Review of Business Process Management in E-Commerce,2021,2,2,0,True,True,4
