Author Name,First Name,Gender,Probability,Reliable,Publication_Count,Article_1,Article_2,Article_3,Article_4,Article_5,Article_6,Article_7,Article_8,Article_9,Article_10,Article_11,Article_12,Article_13,Article_14,Article_15,Article_16,Article_17,Article_18,Article_19,Article_20,Article_21,Article_22,Article_23,Article_24,Article_25,Article_26,Article_27,Article_28,Article_29,Article_30,Article_31,Article_32,Article_33,Article_34,Article_35,Article_36,Article_37,Article_38,Article_39,Article_40,Article_41,Article_42,Article_43,Article_44,Article_45,Article_46,Article_47,Article_48,Article_49,Article_50,Article_51,Article_52,Article_53,Article_54,Article_55,Article_56,Article_57,Article_58,Article_59,Article_60,Article_61,Article_62,Article_63,Article_64,Article_65,Article_66,Article_67,Article_68,Article_69,Article_70,Article_71,Article_72,Article_73,Article_74,Article_75,Article_76,Article_77,Article_78,Article_79,End_Marker
"Salamntu, Lumka Thami P.",Lumka,female,0.9897812695221369,True,1,Towards Understanding the Hindering Factors of Business Process Management Adoption in State-Owned Enterprises: A Scoping Review,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Salaroglio, Carlo",Carlo,male,0.99978405669049,True,1,MiraMap: A We-Government Tool for Smart Peripheries in Smart Cities,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Salas, Evelyn",Evelyn,female,0.9999608528124582,True,1,Combining Process Mining and Process Simulation in Healthcare: A Literature Review,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Salatge, Nicolas",Nicolas,male,0.9999785911728512,True,2,Management of Collaborative Behavior through a Service-Oriented Mediation System: The Case of Crisis Management,Automated deduction of cross-organizational collaborative business processes,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Salatgé, Nicolas",Nicolas,male,0.9999785911728512,True,1,R-IO SUITE: integration of LLM-based AI into a knowledge management and model-driven based platform dedicated to crisis management,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Salazar, Nancy Rodriguez",Nancy,female,0.9999657563620072,True,1,"Integration and Implementation of an EA strategy based operating model with BPM technology - Case Study: Housing credit process, Banco Estado Ecuador",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Salazar, Sérgio",Sérgio,male,0.9989384818665544,True,1,A social framework to underpin collective awareness in BPM,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Salaün, Gwen",Gwen,female,0.9967889938551612,True,1,Automated analysis of industrial workflow-based models,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saleh Alsaqer, Mohammed",Mohammed,male,0.99999732840862,True,1,Applications of IoT in Industrial Transformation and Green Manufacturing,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saleh, Imad",Imad,male,0.999989304662788,True,1,Towards a collaborative business process management methodology,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Salgado, C.",,unknown,0.0,False,2,Optimization of the Business Process metrics definition according to the BPDM standard and its formal definition in OCL,A strategy based on LSP for the evaluation of specific languages for business processes modeling,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Salgado, Carlos",Carlos,male,0.9999630239120896,True,2,Workflow Models: Management and Quality of Process in the Cloud,A method for evaluating and measuring cloud computing business process,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Salgado, Luciana",Luciana,female,0.9999982762772256,True,1,Automating Risk Stratification Processes in Obstetric Emergency: A Case Study,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Salim, Farzad",Farzad,male,0.9999794474204174,True,2,PAIS Access Control Model Characteristics Analysis,BP-XACML an authorisation policy language for business processes,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Salinas, Raúl A.",Raúl,male,0.9989432436427724,True,1,Intelligent Digital Platform for Community-Based Rural Tourism—A Novel Concept Development in Peru,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Salles, Guilherme",Guilherme,male,0.9990789917780888,True,1,A Contribution to Organizational and Operational Strategic Alignment: Incorporating Business Level Agreements into Business Process Modeling,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Salmanoǧlu, Murat",Murat,male,0.99991174393283,True,1,Exploration of a Method for COSMIC Size Estimation from S-BPM,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Salmela, Hannu",Hannu,male,0.9806153617693424,True,1,Digital transformation and the new logics of business process management,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Salsabila, Maisie Chiara",Maisie,female,0.9999759211280927,True,1,A Graph-based Method for Merging Business Process Models by Considering Semantic Similarity,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Salvadorinho, Juliana",Juliana,female,0.9999969194023932,True,1,Organizational knowledge in the I4.0 using BPMN: A case study,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Salviano, Clenio F.",Clenio,male,0.9949777610790462,True,1,A Process Driven Software Platform to Full Support Process Assessment Method,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samad, Ali",Ali,male,0.988143397255068,True,1,BPM Meeting with SOA: A Customized Solution for Small Business Enterprises,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samar-Tarazona, Diego",Diego,male,0.9999727834593694,True,1,Lean Manufacturing Model Using a Biotechnological Approach for Increasing Efficiency and Reducing Waste at a Small Plastic Production Company,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samhan, Ahmad",Ahmad,male,0.9999926458308084,True,1,ARivaT: A Tool for Automated Generation of Riva-Based Business Process Architecture Diagrams,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samih, Islam",Islam,male,0.9945473784131746,True,1,An Ontology-Based Customer Relationship Management Model for Educational Institutions Using Service-Oriented Architecture,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sammon, David",David,male,0.9999952928042082,True,1,Understanding theory of workarounds in practice,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samochadin, Alexander",Alexander,male,0.9999914495946162,True,1,Process extraction from texts using semantic unification,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samol, Alexander",Alexander,male,0.9999914495946162,True,1,WATCH-BPM-Comparison of a WATCH-Type Blood Pressure Monitor with a Conventional Ambulatory Blood Pressure Monitor and Auscultatory Sphygmomanometry,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samorodov, Borys",Borys,male,0.9998689273901178,True,1,Simulation and Optimisation of Business Process Management: Case Study of IT Company,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sanasi, Luigi",Luigi,male,0.9997527871316404,True,1,MiraMap: A We-Government Tool for Smart Peripheries in Smart Cities,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sanches, Julia Romano",Julia,female,0.9999893408100504,True,1,Sustainable Circular Economy Strategies: An Analysis of Brazilian Corporate Sustainability Reporting,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sanchez, Francisco Garcia",Francisco,male,0.9999572464565292,True,1,SUMA: A Semantic Business Process Management Architecture,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sanchez, Olga Najar",Olga,female,0.9997517811205014,True,1,The use of web 2.0 technology for business process,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sanchez-Gonzalez, Pedro-Luis",Pedro,male,0.9999821167297532,True,1,Digitalizing Maritime Containers Shipping Companies: Impacts on Their Processes,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sanchez-Jimenez, Yasmin",Yasmin,female,0.9995632749257216,True,1,Commercial Management Model based on the DFSS and BPM Methodology to Increase Liquidity in SMEs in the Retail Commercial Sector,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sancho, Cristina Campos",Cristina,female,0.9999968566271442,True,1,Process model metrics for quality assessment of computer-interpretable guidelines in PROforma,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sancho, Maria-Ribera",Maria,female,0.999994839830492,True,2,Ensuring the semantic correctness of a BAUML artifact-centric BPM,Verification and validation of UML artifact-centric business process models,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sancho, María Paula Lechuga",María,female,0.9998408731018508,True,1,Business process management systems in port processes: A systematic literature review,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sander, Heike",Heike,female,0.9999873089669158,True,1,Towards a Standard Process enabling AI-support for Safety and Conformity of Medical Devices,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sandkuhl, Kurt",Kurt,male,0.9999499590383706,True,5,Social Paradigms for Reducing Process Modeling Cost,Experiences from selecting a BPM notation for an enterprise,From business process models to capability models,A business process based method for capability modelling,Selecting the “right” notation for business process modeling: Experiences from an industrial case,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sandner, Thorben",Thorben,male,0.9993248333807752,True,2,Application and Economic Implications of an Automated Requirement-Oriented and Standard-Based Compliance Monitoring and Reporting Prototype,An implementation of a process-oriented cross-system compliance monitoring approach in a SAP ERP and BI environment,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sani, Shahrokh",Shahrokh,male,0.9913112956729262,True,1,Design and Development of Low-Cost and Accurate Heart Rate Monitoring System Using ARM Cortex-M Microcontroller,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saniuk, Anna",Anna,female,0.9999976672321712,True,1,Human-computer interaction in sanitary inspection simulation exercises,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sanne, Ulf",Ulf,male,0.999198922828611,True,1,Ensuring action: Identifying unclear actor specifications in textual business process descriptions,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Santana, André",André,male,0.9937443143503204,True,1,Understanding the adoption of bpm governance in brazilian public sector,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Santana, André Felipe",André,male,0.9937443143503204,True,1,Understanding the factors that influence the adoption of BPM in two Brazilian public organizations,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Santana, André Felipe Lemos",André,male,0.9937443143503204,True,1,BPM governance: An exploratory study in public organizations,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Santana, Martin",Martin,male,0.9998539477569732,True,2,Key information technology and management issues 2012-2013: An international study,Key information technology and management issues 2011-2012: An international study,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Santelmann, Bennet",Bennet,male,0.9996514110434128,True,1,HITL-AB-BPM: Business Process Improvement with AB Testing and Human-in-the-Loop,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Santiago, Aguirre M.",Aguirre,male,0.8198722340693135,True,1,Reverse logistics process automation with BPMS,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Santone, Antonella",Antonella,female,0.9999976482666008,True,4,Powerful Equivalence Checking in the Bank Supply Process,Efficient Formal Verification in Banking Processes,Application of Equivalence Checking in a Loan Origination Process in Banking Industry,BPM perspectives to support ICSs: Exploiting the integration of formal verifications into investment service provision processes,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Santoro, Flavia",Flavia,female,0.9999615517482404,True,2,Structuring a process management center of excellence,Service identification in aspect-oriented business process models,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Santoro, Flavia Maria",Flavia,female,0.9999615517482404,True,7,Major Issues in Business Process Management: Key Concerns presented in Academy from a Brazilian Perspective,Towards Aspects Identification in Business Process Through Process Mining,A Reference Model for Digital Transformation and Innovation,Exogenous Shocks and Business Process Management: A Scholars’ Perspective on Challenges and Opportunities,Implementation of Aspect-oriented Business Process Models with Web Services,An ontology for BPM in digital transformation and innovation,Knowledge-intensive process: A research framework,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Santoro, Flávia",Flávia,female,0.998015209693412,True,1,Analysis of heuristics to identify crosscutting concerns in business process models,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Santoro, Flávia M.",Flávia,female,0.998015209693412,True,3,Context-Aware Process Performance Indicator Prediction,Meet2Map: A Framework to Support BPM Projects Implementation Collaboratively,ERP Projects in Organizations with Low Maturity in BPM: A Collaborative Approach to Understanding Changes to Come,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Santoro, Flávia Maria",Flávia,female,0.998015209693412,True,11,Measuring Performance in Knowledge-intensive Processes,Automatic Validation of Knowledge-intensive Process Models through Alloy,Seven Paradoxes of Business Process Management in a Hyper-Connected World,AO-BPM 2.0: Aspect oriented business process modeling,Providing semantics to implement aspects in BPM,The role of context within the interactions of knowledge intensive processes,Business process management: Don’t forget to improve the process!,Bringing semantics to aspect-oriented business process management,A proposal for ownership representation in the context of business process models,The influence of human capabilities in effort estimation of business processes modeling projects,An estimation procedure to determine the effort required to model business processes,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Santorum, Marco",Marco,male,0.9998964214527616,True,4,A serious game based method for business process management,A participative end-user method for multi-perspective business process elicitation and improvement,ISEAsy: A social business process management platform,A participative end-user modeling approach for business process requirements,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Santos Rocha, Roberto Dos",Roberto,male,0.9999404051490156,True,1,The use of software product lines for business process management: A systematic literature review,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Santos, Arnaldo",Arnaldo,male,0.9999128659073644,True,2,Business Process Automation in SMEs: A Systematic Literature Review,Business Process Automation in SMEs,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Santos, Carolina",Carolina,female,0.9999984645885064,True,1,Process modelling (bpm) in healthcare – breast cancer screening,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Santos, Celso A.S.",Celso,male,0.9998216060635936,True,1,Investigating the Collaborative Process of Subtitles Creation and Sharing for Videos on the Web,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Santos, Eduardo A. P.",Eduardo,male,0.9999664554772328,True,1,Modeling business rules for supervisory control of process-aware information systems,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Santos, Eduardo Alves Portela",Eduardo,male,0.9999664554772328,True,2,Systematic Mapping Review on Log Preparation for Process Mining,Process-Aware FMEA framework for failure analysis in maintenance,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Santos, Fabiana Jack Nogueira",Fabiana,female,0.9999972654407242,True,1,A proposal for ownership representation in the context of business process models,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Santos, Gilberto",Gilberto,male,0.9997060892294664,True,1,Improvement of the food hygiene and safety production process of a Not-for-profit organization using Business Process Model and Notation (BPMN),$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Santos, Higor",Higor,male,0.9973412791111052,True,3,Exploring the ambidextrous analysis of business processes: A design science research,A2BP: A method for ambidextrous analysis of business procesps,Understanding the adoption of bpm governance in brazilian public sector,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Santos, Higor Ricardo Monteiro",Higor,male,0.9973412791111052,True,1,BPM governance: An exploratory study in public organizations,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Santos, Hígor Ricardo Monteiro",Hígor,male,0.9975091381322716,True,1,Integrating exploitative and explorative thinking in business process analysis: A conceptual model and method; [Integrando os pensamentos analítico e intuitivo na análise de processos de negócio],$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Santos, Jorge",Jorge,male,0.9999507614101812,True,1,GeoSpatial platform for port management processes,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Santos, José",José,male,0.9960913709996708,True,1,Return of Investment Initiatives in Business Process Management,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Santos, Luiz O. Bonino da_Silva",Luiz,male,0.9996898239467036,True,1,Towards a BPM Cloud Architecture with Data and Activity Distribution,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Santos, Luís",Luís,male,0.9971090531412132,True,1,Process mining: A recent framework for extracting a model from event logs,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Santos, Manuel",Manuel,male,0.999979654525556,True,1,Clinical workflows based on OpenEHR using BPM,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Santos, Manuel Filipe",Manuel,male,0.999979654525556,True,1,Introduction to BPM approach in healthcare and case study of end user interaction with EHR interface,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Santos, Maribel Y.",Maribel,female,0.9998380167354034,True,1,Derivation of data-driven software models from business process representations,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Santos, Maribel Yasmina",Maribel,female,0.9998380167354034,True,3,Business Process Modeling Languages and their Data Representation Capabilities,A data warehouse model for business processes data analytics,Towards a common data framework for analytical environments,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Santos, Rodrigo Pereira dos",Rodrigo,male,0.9999878411566192,True,1,Business Process Management in Digital and Software Ecosystems: A Systematic Mapping Study,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
