Article Title,Author Name,First Name,Gender,Probability,Reliable
How Organizational Culture influences BPM Evolution,"Alves, Carina",Carina,female,0.9999987874599865,True
Subject-oriented Design of Smart Hyper-connected Logistics Systems,"Neubauer, Matthias",Matthias,male,0.9999337682187655,True
Subject-oriented Design of Smart Hyper-connected Logistics Systems,"Krenn, Florian",Florian,male,0.9999672042878258,True
Subject-oriented plural method meets BPMN: a case study,"van den Hurk, Henk",Henk,male,0.997776941933279,True
Subject-oriented plural method meets BPMN: a case study,"Turetken, Oktay",Oktay,male,0.9999202279726761,True
Subject-oriented plural method meets BPMN: a case study,"van Moll, Jan",Jan,unknown,0.5499840166905398,False
Proposal for Using Semantic Technologies as a Means to Store and Exchange Subject-Oriented Process Models,"Elstermann, Matthes",Matthes,unknown,0.6764015388629641,False
Business Process Elaboration through Virtual Enactment,"Oppl, Stefan",Stefan,male,0.9999831604184807,True
Subject-Oriented Specification of Smart Environments,"Forbrig, P.",,unknown,0,False
Subject-Oriented Specification of Smart Environments,"Buchholz, G.",,unknown,0,False
Detecting Concept Drift in Processes using Graph Metrics on Process Graphs,"Seeliger, Alexander",Alexander,male,0.9999914495946162,True
Detecting Concept Drift in Processes using Graph Metrics on Process Graphs,"Nolle, Timo",Timo,male,0.9997459028917776,True
Detecting Concept Drift in Processes using Graph Metrics on Process Graphs,"Mühlhäuser, Max",Max,male,0.9999943791406495,True
Orchestrating Privacy Enhancing Technologies and Services with BPM Tools: The WITDOM Data Protection Orchestrator,"Notario, Nicolás",Nicolás,male,0.999005286725862,True
Orchestrating Privacy Enhancing Technologies and Services with BPM Tools: The WITDOM Data Protection Orchestrator,"Ciceri, Eleonora",Eleonora,female,0.999982119805137,True
Orchestrating Privacy Enhancing Technologies and Services with BPM Tools: The WITDOM Data Protection Orchestrator,"Crespo, Alberto",Alberto,male,0.9998864566720463,True
Orchestrating Privacy Enhancing Technologies and Services with BPM Tools: The WITDOM Data Protection Orchestrator,"Real, Eduardo González",Eduardo,male,0.9999664554772328,True
Orchestrating Privacy Enhancing Technologies and Services with BPM Tools: The WITDOM Data Protection Orchestrator,"Catallo, Ilio",Ilio,unknown,0,False
Orchestrating Privacy Enhancing Technologies and Services with BPM Tools: The WITDOM Data Protection Orchestrator,"Vicini, Sauro",Sauro,unknown,0,False
Ontology-based metrics computation for business process analysis,"Pedrinaci, Carlos",Carlos,unknown,0,False
Ontology-based metrics computation for business process analysis,"Domingue, John",John,male,0.9999985032120171,True
"Best Practice (BPM): In business process management, finding the right tool suite is just the beginning.","Miers, Derek",Derek,unknown,0,False
Three Dimensions of Process Models Regarding their Execution,"Fichtenbauer, Christian",Christian,male,0.9993987974523811,True
Three Dimensions of Process Models Regarding their Execution,"Fleischmann, Albert",Albert,male,0.9999213683449588,True
Commercial Management Model based on the DFSS and BPM Methodology to Increase Liquidity in SMEs in the Retail Commercial Sector,"Quiroz-Flores, Juan Carlos",Juan,male,0.9999978969254493,True
Commercial Management Model based on the DFSS and BPM Methodology to Increase Liquidity in SMEs in the Retail Commercial Sector,"Sanchez-Jimenez, Yasmin",Yasmin,unknown,0,False
Commercial Management Model based on the DFSS and BPM Methodology to Increase Liquidity in SMEs in the Retail Commercial Sector,"Meza-La Rosa, Catherine",Catherine,unknown,0,False
Conceptual Framework Introducing the Success Factors for Implementing Intelligent Automation-A Qualitative Multiple Case Study,"Dirnberger-Wild, Johannes",Johannes,unknown,0,False
Conceptual Framework Introducing the Success Factors for Implementing Intelligent Automation-A Qualitative Multiple Case Study,"Roth, Maximilian",Maximilian,unknown,0,False
Engines supporting the subject-oriented paradigm,"Krauthausen, Clemens",Clemens,unknown,0,False
Engines supporting the subject-oriented paradigm,"Krauthausen, Stefan",Stefan,male,0.9999831604184807,True
Model While You Work: Towards Effective and Playful Acquisition of Stakeholder Processes,"Lerchner, Harald",Harald,male,0.9999263057035207,True
Model While You Work: Towards Effective and Playful Acquisition of Stakeholder Processes,"Stary, Christian",Christian,male,0.9993987974523811,True
Enhancing process compliance in complex product developments: insights from an international manufacturer,"Schott, Peter",Peter,male,0.9999580684529622,True
Enhancing process compliance in complex product developments: insights from an international manufacturer,"Lederer, Matthias",Matthias,male,0.9999337682187655,True
Enhancing process compliance in complex product developments: insights from an international manufacturer,"Huber, Sebastian",Sebastian,male,0.9999469726859632,True
Enhancing process compliance in complex product developments: insights from an international manufacturer,"Keppler, Alexander",Alexander,male,0.9999914495946162,True
BPMN Model Interchange: The Quest for Interoperability,"Kurz, Matthias",Matthias,male,0.9999337682187655,True
Using BPM Technology to Deploy and Manage Distributed Analytics in Collaborative IoT-Driven Business Scenarios,"d'Hondt, Tim",Tim,unknown,0,False
Using BPM Technology to Deploy and Manage Distributed Analytics in Collaborative IoT-Driven Business Scenarios,"Wilbik, Anna",Anna,unknown,0,False
Using BPM Technology to Deploy and Manage Distributed Analytics in Collaborative IoT-Driven Business Scenarios,"Grefen, Paul",Paul,male,0.999990342528266,True
Using BPM Technology to Deploy and Manage Distributed Analytics in Collaborative IoT-Driven Business Scenarios,"Ludwig, Heiko",Heiko,unknown,0,False
Using BPM Technology to Deploy and Manage Distributed Analytics in Collaborative IoT-Driven Business Scenarios,"Baracaldo, Natalie",Natalie,unknown,0,False
Using BPM Technology to Deploy and Manage Distributed Analytics in Collaborative IoT-Driven Business Scenarios,"Anwar, Ali",Ali,male,0.9881400706129475,True
Lean Service and BPM to Increase the Efficiency of an Operational Process in the Insurance Sector,"Jacinto, Mariela",Mariela,unknown,0,False
