Title,Year,Male Authors,Female Authors,Unknown Gender Authors,First Author Female,Last Author Female,Total Authors
Towards an Integrated Platform for Business Process Management Systems and Robotic Process Automation,2022,4,0,0,False,False,4
"Subject-Oriented Business Process Models of SMEs: Case Study, Best Practices and Evaluation",2022,1,2,0,False,True,3
Subject-Oriented Modelling of VDI-4520: A First Draft,2022,2,0,0,False,False,2
Process Data Science for Workflow Optimization in Digital Pathology: A status report,2022,2,1,0,False,False,3
Towards a Reference Process Model for Craft Organizations,2022,0,1,0,True,True,1
Architecture of decentralized Process Management Systems,2022,3,2,0,False,False,5
Random-Value Payment Tokens for On-Chain Privacy-Preserving Payments,2022,5,1,0,True,False,6
Back to the Roots – Investigating the Theoretical Foundations of Business Process Maturity Models,2022,1,1,0,True,False,2
Rediscovering the Forgotten Field of Industrial Applications in Information Systems Research: A Literature Review of Industry 4.0,2022,3,0,0,False,False,3
AI Implementation Maturity in Process Mining,2022,0,1,0,True,True,1
Intelligent Robotic Process Automation: Generating Executable RPA Scripts from Unsegmented UI Logs,2022,0,2,0,True,True,2
"Cross-Pollination of Personas, User Stories, Use Cases and Business-Process Models",2022,1,1,0,False,True,2
Advancing Business Process Science via the Co-evolution of Substantive and Methodological Knowledge,2022,0,0,1,False,False,1
A Human-in-the-Loop Approach to Support the Segments Compliance Analysis,2022,2,2,0,True,False,4
HITL-AB-BPM: Business Process Improvement with AB Testing and Human-in-the-Loop,2022,5,1,0,False,False,6
Multi-attribute Transformers for Sequence Prediction in Business Process Management,2022,2,0,0,False,False,2
"Leaf Characterizations of IRR 400 Series, BPM 24, and RRIC 100 Rubber (Hevea brasiliensis Muell. Arg.) Clone Using Leafgram Method",2022,2,1,1,True,False,4
EVALUATING THE PERFORMANCE OF A CARE PROCESS BASED ON SIMULATION: MATERNITY CASE,2022,0,3,0,True,True,3
ERP Projects in Organizations with Low Maturity in BPM: A Collaborative Approach to Understanding Changes to Come,2022,1,2,0,False,True,3
Embedding Process Structure in Activities for Process Mapping and Comparison,2022,1,4,0,True,False,5
Hydrogen Technology Business Process Management Modeling: Standardization and digitization of processes within the hydrogen infrastructure,2022,2,2,0,True,False,4
B2S4B: A Platform for Smart City Business Processes Management and Adaptation,2022,4,0,0,False,False,4
Discovering Business Process models expressed as DNF or CNF formulae of Declare constraints,2022,4,5,0,False,False,9
Organizing a Self-organized Team: Towards a Maturity Model for Agile Business Process Management,2022,1,1,0,False,True,2
Process Extraction from Natural Language Text: the PET Dataset and Annotation Guidelines,2022,3,2,0,False,False,5
Towards a Standard Process enabling AI-support for Safety and Conformity of Medical Devices,2022,3,1,0,False,False,4
The Future Development of ERP: Towards Process ERP Systems?,2022,1,2,0,False,True,3
Business Process Management in CEE Countries: A Literature-Based Research Landscape,2022,1,3,0,True,False,4
The Use of M2P in Business Process Improvement and Optimization,2022,2,2,0,True,False,4
Fine-Grained Data Access Control for Collaborative Process Execution on Blockchain,2022,3,0,0,False,False,3
Model-informed LIME Extension for Business Process Explainability,2022,2,2,0,False,False,4
Business Process and Quality Managementusing Lean and Six Sigma Technique,2022,1,2,0,True,True,3
Organizational Complexity: Insights from Digital Trace Data Research (Extended Abstract),2022,1,0,0,False,False,1
Why Companies Use RPA: A Critical Reflection of Goals,2022,4,0,0,False,False,4
Software Defect Prediction and Analysis Using Enhanced Random Forest (extRF) Technique: A Business Process Management and Improvement Concept in IOT-Based Application Processing Environment,2022,1,0,0,False,False,1
A Co-evolution Model of Collaborative Process Design,2022,2,0,0,False,False,2
Metrics of Parallel Complexity of Operational Business Processes,2022,2,2,0,True,False,4
AN OBJECTIVE-BASED APPROACH FOR DEFINING AND SELECTING THE MOST RELEVANT KPIS FOR MEASURING BUSINESS PROCESS PERFORMANCE,2022,0,3,0,True,True,3
The Early Process Catches the Weak Event: Process Latency and Strategies for Its Reduction,2022,2,0,0,False,False,2
Prescriptive Process Monitoring in Intelligent Process Automation with Chatbot Orchestration,2022,4,0,0,False,False,4
How to benefit more from business process documentation? Framework for calculation personality - process role fit,2022,2,0,0,False,False,2
Enhanced Transformation of BPMN Models with Cancellation Features,2022,3,1,0,False,False,4
Business Process Management Bridging Marketing and IT: Transformation Model for Customer Journey Maps and BPMN,2022,4,0,0,False,False,4
Retrospective Considerations on Data Flow and Actor Modeling in Business Process Diagrams,2022,0,1,0,True,True,1
ML-BPM: Multi-teacher Learning with Bidirectional Photometric Mixing for Open Compound Domain Adaptation in Semantic Segmentation,2022,2,1,2,False,True,5
PROJECT MANAGEMENT TECHNOLOGY IN CREATING A BUSINESS PROCESS MANAGEMENT INFORMATION SYSTEM AT THE PRESENT STAGE OF DEVELOPMENT OF THE ℡ECOMMUNICATIONS SECTOR OF KAZAKHSTAN,2022,0,1,1,False,True,2
A Comparative Study of Simulation Tools for Business Processes,2022,1,0,1,False,False,2
BPM in Digital Transformation: New Tools and Productivity Challenges,2022,3,0,0,False,False,3
Promoting Collaboration and Creativity in Process Improvement: A Proposal based on Design Thinking and Gamification,2022,0,2,0,True,True,2
Are BPM Practitioners and Researchers Friends? Current Questions of Process Professionals and the Impact of Science,2022,2,1,1,False,False,4
Understanding and Harnessing the Potential of Conversational AI for S-BPM,2022,2,1,0,False,True,3
Reasoning and Verification with Data Petri Nets (Discussion/Short Paper),2022,2,1,0,False,True,3
Process and Project Oriented Organization: The Essence and Maturity Measurement,2022,1,0,0,False,False,1
Content-based Filtering for Worklist Reordering to improve User Satisfaction: A Position Paper,2022,3,1,0,False,False,4
SMT-based Safety Verification of Data-Aware Processes: Foundations and Applications,2022,1,0,0,False,False,1
WizARd: A No-Code Tool for Business Process Guidance through the Use of Augmented Reality,2022,3,1,0,False,False,4
Management Tools for Process Mapping and Modeling in Assembly Industry,2022,2,3,0,False,True,5
Predicting remaining execution time of business process instances via auto-encoded transition system,2022,3,0,1,False,False,4
Why Users of the Internet of Things need Error-Avoiding Modeling Languages and Queries,2022,1,0,0,False,False,1
EVALUATION OF BUSINESS MATURITY CONCERNING ROBOTIC PROCESS AUTOMATION,2022,1,2,0,True,False,3
ProGAN: Toward a Framework for Process Monitoring and Flexibility by Change via Generative Adversarial Networks,2022,3,0,0,False,False,3
Managing Process Dynamics in a Digital World: Integrating Business Process Management and Routine Dynamics in IS Curricula,2022,3,0,3,False,False,6
Effect of Business Process Management on Level of Automation and Technologies Connected to Industry 4.0,2022,1,2,0,True,False,3
Adaptation of Methods to Improve the Efficiency of Business Processes Using the BPRPM Method * as a Chance to Gain a Competitive Advantage,2022,2,0,0,False,False,2
Orientation and conformance: A HMM-based approach to online conformance checking,2021,2,1,1,False,False,4
The Use of Digital Technologies in Management Processes,2022,0,5,0,True,True,5
The Direction of the Future Development of ERP and BPMS: Towards a Single Unified Class?,2022,1,2,0,False,True,3
Detecting temporal workarounds in business processes–A deep-learning-based method for analysing event log data,2022,4,1,0,False,False,5
Distribution Analysis of Postal Mail in Argentina Using Process Mining,2022,2,1,0,False,False,3
Towards a Comprehensive BPMN Extension for Modeling IoT-Aware Processes in Business Process Models,2022,3,0,0,False,False,3
Applications of IoT in Industrial Transformation and Green Manufacturing,2022,3,1,0,True,False,4
Performance Evaluation of Simple K -Mean and Parallel K -Mean Clustering Algorithms: Big Data Business Process Management Concept,2022,6,2,0,False,False,8
BUSINESS PROCESS ANALYSIS AND SIMULATION: AN INDUSTRIAL APPLICATION,2022,6,1,0,True,False,7
Using machine learning in business process re-engineering,2021,4,0,0,False,False,4
The Competency-Based Business Process Management-Employee-Centered Process Improvement for Digital Transformation,2022,1,1,1,True,False,3
Optimizing Player Management Processes in Sports: Translating Lessons from Healthcare Process Improvements to Sports,2021,0,0,5,False,False,5
A lightweight BPMN extension for business process-oriented requirements engineering,2021,2,1,0,False,True,3
Process Innovation in the EU Public Sector Through the Lens of BPM Ambidexterity,2022,1,1,0,False,True,2
Progress Determination of a BPM Tool with Ad-Hoc Changes: An Empirical Study,2022,2,1,0,True,False,3
Patterns for Improving Business Processes: Defined Pattern Categorization,2022,0,2,0,True,True,2
AI-Enabled Processes: The Age of Artificial Intelligence and Big Data,2022,7,0,0,False,False,7
BINet: Multi-perspective business process anomaly classification,2022,4,0,0,False,False,4
Integrating Privacy-By-Design with Business Process Redesign,2022,0,2,0,True,True,2
On Cloud Solution to Improve Business Performance for Product Deliveries,2022,3,0,0,False,False,3
Modeling Boundary-Spanning Business Processes in Industry 4.0: Incorporating Risk-Based Design,2022,3,0,0,False,False,3
Recovering Latent Data Flow from Business Process Model Automatically,2022,3,1,2,False,False,6
Drivers and Evolution Paths of BPMS: State-of-the-Art and Future Research Directions,2022,1,2,0,False,True,3
A Context-Aware Architecture for Realizing Business Process Adaptation Strategies Using Fuzzy Planning,2022,2,1,0,True,False,3
Promising Trends of Business Processes Automation in Domestic Companies,2022,1,0,1,False,False,2
CTL ∗ Model Checking for Data-Aware Dynamic Systems with Arithmetic,2022,2,1,0,False,True,3
Soundness of Data-Aware Processes with Arithmetic Conditions,2022,2,1,0,False,True,3
Applying the Delphi Method to Measure Enterprise Content Management Workflow System Performance,2022,2,0,0,False,False,2
Trends in Digital Transformation of the Russian Insurance Market,2022,1,4,0,True,True,5
Process-Aware Accounting Information System Based on Business Process Management,2022,1,1,0,True,False,2
Decentralized Lean Business Model Canvas for Blockchain-Based Enterprises,2022,2,0,0,False,False,2
Towards the Tokenization of Business Process Models using the Blockchain Technology and Smart Contracts,2022,2,0,0,False,False,2
Performance optimization for UWB communication network under IEEE 802.15.4a channel conditions,2021,4,1,0,False,True,5
Analytical Evaluation of SOA and SCRUM Business Process Management Approaches for IoT-Based Services Development,2022,1,0,0,False,False,1
Service Modeling and Architecting for Self-Adaptive IoT-Based Systems,2022,1,1,0,True,False,2
Towards a Framework for Business Process Sustainability Analysis,2022,1,0,0,False,False,1
Pair Modeling: Does One Plus One Add Up?,2022,3,0,3,False,False,6
Business Process Improvement in Industry 4.0: An Interorganizational Perspective,2022,3,0,0,False,False,3
A constraint programming model for making recommendations in personal process management: A design science research approach,2022,2,0,1,False,False,3
Integrating Big Data Analytics into Business Process Modelling: Possible Contributions and Challenges,2022,2,1,0,False,True,3
Process model abstraction for rapid comprehension of complex business processes,2022,0,2,0,True,True,2
Transformation of the business process manager profession in poland: The impact of digital technologies,2021,0,1,0,True,True,1
About a Process-Technology Fit for Process Improvements in an Ambidextrous Environment,2022,1,1,0,False,True,2
Integration of ubiquitous specifications in the conception of objects system,2022,1,1,0,True,False,2
Remote Patient Monitoring During the COVID-19 Pandemic in the Framework of Home Device Manufacturing for IoT-Based BPM and SPO2 Measurements,2022,1,1,0,False,True,2
BPM Model of Design Management Under a Design Thinking Approach to Implement New Products in Textile SMEs,2022,2,0,1,False,False,3
Towards Event Log Management for Process Mining - Vision and Research Challenges,2022,2,0,0,False,False,2
Problems and Challenges of Educational and Methodological Activities in Higher Education in the Context of Digitalization of Education,2022,1,1,0,True,False,2
Analyzing Digital Trace Data to Promote Discovery – The Case of Heatmapping,2022,1,0,0,False,False,1
Unleashing textual descriptions of business processes,2021,5,1,0,False,False,6
On the Systematic Analysis of Process Landscape Method Implementation Using Grounded Theory,2022,3,1,0,True,False,4
A Modeling Framework for an Innovative e-Health Service: The Hospital at Home,2022,3,3,0,True,True,6
VIDE-LEO: A framework to measure business innovation success of SMEs,2022,3,0,0,False,False,3
Agile Innovation Through Business Process Management: Realizing the Potential of Digital Transformation,2022,1,0,0,False,False,1
Automated Process Knowledge Graph Construction from BPMN Models,2022,4,1,0,False,False,5
The BPM Governance Supporting Factors and Implementation Barriers – The Experience of a Public University,2022,4,0,0,False,False,4
Risk Management in Analytics Solutions Integration and Deploy: Case Study in a Brazilian Financial Institution,2022,3,1,0,False,False,4
Towards a Web-Based Platform Supporting the Recomposition of Business Processes,2022,5,2,0,False,False,7
The Effect of Self-healing on Process Acceptance,2022,2,0,0,False,False,2
Technologies of collective intelligence in the management of business processes of an organization,2022,1,0,0,False,False,1
Unified Design Methodology for State Information Systems,2022,2,0,0,False,False,2
Process-Aware Attack-Graphs for Risk Quantification and Mitigation in Industrial Infrastructures,2022,1,0,0,False,False,1
A Context and Augmented Reality BPMN and BPMS Extension for Industrial Internet of Things Processes,2022,4,0,0,False,False,4
IoDEP: Towards an IoT-Data Analysis and Event Processing Architecture for Business Process Incident Management,2022,3,0,0,False,False,3
Requirements for Dynamic Jumps at the Execution of Business Processes,2022,1,0,0,False,False,1
Application of BPM to Improve the Process of Creating Commercial Items in a Tracking and Monitoring Company,2022,1,1,0,True,False,2
Process Mining: A Guide for Practitioners,2022,2,2,0,False,True,4
Genetic Data Analysis and Business Process Management Platform for Personalized Nutrition Service,2022,1,0,0,False,False,1
Towards Empowering Business Process Redesign with Sentiment Analysis,2022,1,0,1,False,False,2
Method for repairing process models with selection structures based on token replay,2021,1,3,1,False,True,5
Optimisation of an Automated User Request Management System Using a Process Approach,2021,0,2,0,True,True,2
A Bpm-based agile approach to ensure adaptive learning,2021,0,1,1,False,True,2
Decentralized collaborative business process execution using blockchain,2021,1,3,0,True,True,4
"A data-driven, goal-oriented framework for process-focused enterprise re-engineering",2021,3,1,0,False,False,4
Seven Paradoxes of Business Process Management in a Hyper-Connected World,2021,17,5,2,False,True,24
Practical assessment of the nature of business processes,2021,1,0,0,False,False,1
Visual analytics in process mining for supporting business process improvement,2021,3,2,0,True,False,5
Developing a tool for process-oriented appraisals and rewards: Design science research,2021,0,2,0,True,True,2
Integrating BPMN and DMN: Modeling and Analysis,2021,3,0,0,False,False,3
Compositional workflow modeling with priority constraints,2021,2,2,0,True,False,4
What is a process model composed of?: A systematic literature review of meta-models in BPM,2021,0,3,0,True,True,3
A technique for determining relevance scores of process activities using graph-based neural networks,2021,4,0,0,False,False,4
Associative data-process model in manufacturing systems: Application case in automotive industry,2021,3,1,0,True,False,4
An Exploration into Future Business Process Management Capabilities in View of Digitalization: Results from a Delphi Study,2021,3,0,1,False,False,4
The moderating effect of information technology capabilities on the relationship between marketing mix and corporate entrepreneurship,2021,1,1,0,True,False,2
Extending BPM(N) to Support Face-to-Virtual (F2V) Process Modeling,2021,2,1,0,True,False,3
Expression of lymphatic markers in the berger’s space and bursa premacularis,2021,7,3,0,True,False,10
"Is business process management (BPM) ready for ambidexterity? conceptualization, implementation guidelines and research agenda",2021,1,1,0,False,True,2
Process Mining applied to Emergency Room: an organizational and change management perspective,2021,5,6,0,False,False,11
Discovering Data Models from Event Logs,2021,0,1,0,True,True,1
SUPPORTING STUDENT COLLABORATION FOR ONLINE LEARNING: THE IMPACT OF TWO INSTRUCTIONAL INTERVENTIONS,2021,1,1,1,False,True,3
Opportunities and Challenges for Process Mining in Organizations: Results of a Delphi Study,2021,8,1,1,False,False,10
Let’s Get Immersive: How Virtual Reality Can Encourage User Engagement in Process Modeling,2021,4,0,0,False,False,4
Resource Controllability of Business Processes Under Conditional Uncertainty,2021,3,0,0,False,False,3
Beyond arrows in process models: A user study on activity dependences and their rationales,2021,1,3,0,True,False,4
Leveraging Small Sample Learning for Business Process Management,2021,3,0,0,False,False,3
Business Process Simulation on Procedural Graphical Process Models: Structuring Overview and Paths for Future Research,2021,2,1,0,True,False,3
General concept of business process measures in the circular economy,2021,1,2,0,False,True,3
Social-Collaborative Inductive Reference Model Mining in a Knowledge-Based Organization,2021,1,0,0,False,False,1
A quantitative and qualitative study of the link between business process management and digital innovation,2021,0,1,0,True,True,1
A discrete event model for analysis and verification of time-constrained business processes,2021,3,0,0,False,False,3
Coordinating large distributed relational process structures,2021,3,0,0,False,False,3
Business process management model as an approach to process orientation,2021,0,0,5,False,False,5
POP-ON: Prediction of process using one-way language model based on NLP approach,2021,0,0,3,False,False,3
Process model metrics for quality assessment of computer-interpretable guidelines in PROforma,2021,1,3,0,False,True,4
Business process management heuristics in IT service management: a case study for incident management,2021,4,0,0,False,False,4
Machine Learning in Business Process Monitoring: A Comparison of Deep Learning and Classical Approaches Used for Outcome Prediction,2021,4,0,0,False,False,4
The Use of Business Process Management in Hotel Direct Sales Improvement,2021,3,0,0,False,False,3
Implementing Success Management and PRINCE2 in a BPM Public Project,2021,3,1,1,False,True,5
Trust but verify: The oracle paradox of blockchain smart contracts,2021,1,0,1,False,False,2
Towards a new approach for intelligent BPM based on technologies 4.0,2021,0,2,0,True,True,2
Which Event Happened First? Deferred Choice on Blockchain Using Oracles,2021,1,0,1,False,False,2
Dynamic adaptation method of business process based on hierarchical feature model,2021,0,2,1,True,True,3
Extensible ontology-based views for business process models,2021,3,0,0,False,False,3
An empirical study on Green BPM adoption: Contextual factors and performance,2021,1,1,0,False,True,2
Organization-driven business process configurable modeling for spatial variability,2021,3,1,1,False,False,5
Risk-aware business process management using multi-view modeling: method and tool,2021,5,1,0,True,False,6
Integrated Care in the Era of COVID-19: Turning Vision Into Reality With Digital Health,2021,1,1,1,True,False,3
Testing an instrument to measure the BPMS-KM Support model,2021,1,2,0,True,False,3
The role of industry 4.0 and bpmn in the arise of condition-based and predictive maintenance: a case study in the automotive industry,2021,3,2,0,False,True,5
"No Longer Out of Sight, No Longer Out of Mind? How Organizations Engage with Process Mining-Induced Transparency to Achieve Increased Process Awareness",2021,3,1,0,True,False,4
A Matrix for Context-Aware Business Process Management: Empirical Evidence from Hilti,2021,2,0,1,False,False,3
Translating transparency into value: an approach to design IoT solutions,2021,3,1,0,True,False,4
Analyzing content of tasks in Business Process Management. Blending task execution and organization perspectives,2021,0,3,0,True,True,3
IT Enhanced Process Management in ports: Comprehensive Evaluation Framework,2021,1,2,0,False,True,3
Bpm support for patient-centred clinical pathways in chronic diseases,2021,2,1,0,False,False,3
Business Process Management: The evolution of a discipline,2021,0,0,1,False,False,1
OrgMiner: A Framework for Discovering User-Related Process Intelligence from Event Logs,2021,1,0,1,False,False,2
Business process variant analysis: Survey and classification,2021,4,0,0,False,False,4
Context-Aware Business Process Management: Method Assessment and Selection,2021,1,4,1,False,True,6
"Well-structuredness, safeness and soundness: A formal classification of BPMN collaborations",2021,2,3,0,False,False,5
Business process management approach for improving agile software process and agile maturity,2021,0,1,0,True,True,1
On the composition of the long tail of business processes: Implications from a process mining study,2021,5,0,0,False,False,5
BPM and socialization tools integrated to improve acquisition and management of information during design and execution of business processes. BPM-social tool: A proposal; [Herramientas de BPM y de socialización integradas para mejorar la adquisición y gestión de información durante el diseño y ejecución de procesos de negocio BPM-social: Una propuesta],2021,2,1,0,False,True,3
Measuring Complexity for Collaborative Business Processes Management,2021,5,0,0,False,False,5
SemLinkWS: Collaboration social network of web services to aid service discovery,2021,2,2,0,True,False,4
A Blockchain-Based Approach for Trust Management in Collaborative Business Processes,2021,2,3,0,True,True,5
"RuM: Declarative Process Mining, Distilled",2021,4,1,0,True,False,5
Blockchain-oriented Inter-organizational Collaboration between Healthcare Providers to Handle the COVID-19 Process,2021,2,0,0,False,False,2
Value creation from data - Why is this a bpm problem?,2021,0,3,1,True,True,4
On the notion of diversity in the context of information aggregation in BPM,2021,1,0,0,False,False,1
Features of Business Process Management in the Quality Management System Functioning in the Oil and Gas Sector Enterprises,2021,1,2,0,True,True,3
Variational Autoencoder for Anomaly Detection in Event Data in Online Process Mining,2021,2,0,0,False,False,2
Temporal Constraints in Smart Contract-Based Process Execution: A Case Study of Organ Transfer by Healthcare Delivery Drone,2021,2,2,0,True,False,4
Digitalization of administrative process in the german healthcare system with the focus on dental practices,2021,1,2,0,True,False,3
"Participatory Design Landscape for the Human-Machine Collaboration, Interaction and Automation at the Frontiers of HCI (PDL 2021)",2021,6,5,0,False,False,11
Context-Aware Process Modelling for Medicinal Product Development,2021,1,3,0,True,True,4
BPM_MT: Enhanced Backchannel Prediction Model using Multi-Task Learning,2021,1,1,3,False,False,5
Towards method- and tool-independent business process modeling,2021,3,0,0,False,False,3
Process mining implementation benefits for organizations using erp systems,2021,1,0,0,False,False,1
From low-level-event-logs to high-level-business-process-model-activities: An advanced framework based on machine learning and flexible BPMN model translation,2021,3,3,0,False,False,6
Hybrid process modeling and mining,2021,0,1,0,True,True,1
The Management of Manufacturer’s Competences in Terms of Service Business Model of Production,2021,1,0,0,False,False,1
Model Checking of Solidity Smart Contracts Adopted for Business Processes,2021,3,1,0,True,False,4
BRIBOT: Towards a Service-Based Methodology for Bridging Business Processes and IoT Big Data,2021,5,1,1,False,False,7
Application of the CERT Values Measurement Model for Organizational Culture in the Management and Quality Company,2021,1,2,0,True,False,3
Drivers and Barriers of the Digital Innovation Process – Case Study Insights from a German Public University,2021,4,1,0,False,False,5
Industry 4.0: Business process management maturity model for the digitalized interorganizational value chain,2021,1,0,0,False,False,1
A Method for Debugging Process Discovery Pipelines to Analyze the Consistency of Model Properties,2021,4,1,0,False,False,5
Trustworthy Cross-Organizational Collaborations with Hybrid On/Off-Chain Declarative Choreographies,2021,4,2,0,True,False,6
Leveraging Artificial Intelligence-enabled Workflow Framework for Legacy Transformation,2021,1,0,0,False,False,1
Ontology-Based Process Modelling - Will We Live to See It?,2021,3,0,0,False,False,3
HyperLDLf: a Logic for Checking Properties of Finite Traces Process Logs,2021,4,0,0,False,False,4
Generating High Quality Samples of Process Cases in Internal Audit,2021,3,0,0,False,False,3
ObjectivAIze: Measuring Performance and Biases in Augmented Business Decision Systems,2021,2,3,0,False,True,5
BPM support for regulatory compliance in ATMP development processes,2021,0,1,0,True,True,1
Process learning for autonomous process anomaly correction,2021,1,0,0,False,False,1
Cased Based Reasoning in Business Process Management Design,2021,2,0,0,False,False,2
"Blockchain and Business Process Management in Health Care, Especially for COVID-19 Cases",2021,1,0,1,False,False,2
Classifying and Detecting Task Executions and Routines in Processes Using Event Graphs,2021,2,1,0,True,False,3
The recomminder: A decision support tool for predictive business process monitoring,2021,4,0,0,False,False,4
Mental health indicators in the hospitalization process in a Brazilian psychosocial care network,2021,6,2,0,True,True,8
Process Mining for the Analysis of Pre-sales Customer Service Process – A Hidden Observation in a Polish Automotive Organization,2021,1,1,0,False,True,2
Recognizing and Splitting Conditional Sentences for Automation of Business Processes Management,2021,3,2,0,True,False,5
Business-Oriented IoT-Aware Process Modeling and Execution,2021,1,3,1,True,False,5
Evaluating Predictive Business Process Monitoring Approaches on Small Event Logs,2021,3,0,0,False,False,3
Business process simulation in practice: An empirical study into current use and user requirements,2021,1,1,0,False,True,2
Robotic process automation and reengineering using Bizagi and UiPath: case study on mortgage request process,2021,0,5,1,True,True,6
Blockchain Won’t Kill the Banks: Why Disintermediation Doesn’t Work in International Trade Finance,2021,4,0,0,False,False,4
Medical Record Encryption Storage System Based on Internet of Things,2021,1,1,0,True,False,2
Cloud and Mobile Systems as a Means of Forming Professional Competencies in Economics and Engineering Students,2021,3,3,0,True,True,6
Applications of Automated Planning for Business Process Management,2021,1,1,0,True,False,2
Enhancing Blockchain-Based Processes with Decentralized Oracles,2021,3,1,0,False,True,4
A Framework of Business Process Monitoring and Prediction Techniques,2021,3,0,0,False,False,3
An XES extension for uncertain event data,2021,2,1,0,False,False,3
Service process improvement based on business process management,2021,3,2,0,True,True,5
A deep adversarial model for suffix and remaining time prediction of event sequences,2021,2,1,0,False,True,3
Mining organizational structures from email logs: An NLP based approach,2021,3,0,0,False,False,3
Digital innovation and business process management: Opportunities and challenges as perceived by practitioners,2021,3,1,2,False,True,6
Event-Driven Business Process Management Enhancing IoT – A Systematic Literature Review and Development of Research Agenda,2021,2,0,0,False,False,2
The Role of Business Processes in Digital Transformation of the Organization,2021,0,0,1,False,False,1
Modeling the Handling of Knowledge for Industry 4.0,2021,1,0,0,False,False,1
Digital Transformation of Business Process Governance,2021,1,0,0,False,False,1
A Model-driven Architecture for Collaborative Business Processes,2021,1,2,0,True,False,3
Comparison of selected enterprise architecture modeling techniques from the perspective of IT services,2021,0,0,1,False,False,1
How to Foster e-Competence in the Public Sector? A Mixed-Method Study Using the Case of BPM,2021,4,0,0,False,False,4
BPM Capability Configuration in Times of Crises: How to Adapt Processes When the Virus Strikes?,2021,2,0,0,False,False,2
Every apprentice needs a master: Feedback-based effectiveness improvements for process model matching,2021,2,0,0,False,False,2
Specialization of business process model and notation applications in medicine-a review,2020,1,1,0,True,False,2
Towards the Method and Information Technology for Evaluation of Business Process Model Quality,2021,2,0,0,False,False,2
Digging for Gold in RPA Projects – A Quantifiable Method to Identify and Prioritize Suitable RPA Process Candidates,2021,1,1,0,False,True,2
BPMN Extensions for Modeling Continuous Processes,2021,1,2,0,True,True,3
On DB-Nets and Their Applications,2021,2,0,0,False,False,2
A new similarity method based on weighted-linear temporal logic tree and weighted directed acyclic graph for graph-based business process models,2020,0,1,2,False,False,3
Exploiting internet of things for business process improvement,2021,1,0,0,False,False,1
Blockchain-based business process management (BPM) framework for service composition in industry 4.0,2020,2,2,0,False,True,4
A knowledge-intensive adaptive business process management framework,2021,1,1,0,False,True,2
"Analysis of business process management capability and information technology in small and medium enterprises in the garment industry (multiple case studies in East Java, Indonesia)",2021,1,1,0,False,True,2
Bringing bpm to the workers: Towards worker-centric management of business processes,2021,2,1,0,False,True,3
Evaluating Perceived Usefulness and Ease of Use of CMMN and DCR,2021,1,0,0,False,False,1
Analysis of one-dimensional compression under awide range of stress with densely arrayed bpm,2021,3,0,0,False,False,3
Data-Driven Annotation of Textual Process Descriptions Based on Formal Meaning Representations,2021,3,0,0,False,False,3
"Maturity Models, Challenges and Open Issues",2021,3,0,0,False,False,3
A call for 'holistic' business process management,2021,1,3,0,True,True,4
Activity efficiency model in business process under conflict information and its application,2021,1,1,2,False,False,4
"Fragment-based case management models: Metamodel, consistency, and correctness",2021,1,0,0,False,False,1
GaBPM: An attempt for the enhancement of BP performance through gamification,2021,2,1,0,False,False,3
Dynamic BPM model for transverse modal instability,2021,3,0,0,False,False,3
Refining Case Models Using Cardinality Constraints,2021,3,0,0,False,False,3
Towards Trust-Aware Collaborative Business Processes: An Approach to Identify Uncertainty,2020,4,0,0,False,False,4
Towards a Hybrid Process Modeling Language,2021,3,0,0,False,False,3
Towards an architecture for assistive process execution environments,2021,3,0,0,False,False,3
Data Interaction for IoT-Aware Wearable Process Management,2021,3,0,0,False,False,3
Data-awareness in B2B process modeling,2021,1,0,0,False,False,1
Unraveling Iterative Control Structures from Business Processes,2021,1,0,1,False,False,2
A Systematic Approach for Maintainable Business Process Models,2021,0,3,0,True,True,3
Cloud Based Business Process Modeling Environment – The Systematic Literature Review,2021,1,1,0,True,False,2
Modern economic management model efficiency business and criticism traditional budgetings,2020,1,1,0,False,True,2
Investigating social contextual factors in remaining-time predictive process monitoring—a survival analysis approach,2020,2,0,1,False,False,3
Competency driven resource evaluation method for business process intelligence,2021,4,0,0,False,False,4
RGB multiplexer using polycarbonate MC-POF technology,2021,2,1,0,False,False,3
Analysis of Business Process Batching Using Causal Event Models,2021,3,1,1,False,False,5
Extension of the BPM lifecycle to promote the maintainability of BPMN models,2021,0,3,0,True,True,3
Blockchain-Based Untrusted Business Process Monitoring With Optimized Computational Infrastructure,2021,0,3,0,True,True,3
Constructing digital twins for accurate and reliable what-if business process analysis,2021,1,0,0,False,False,1
Implementation strategies for erp adaptation in malaysian sme agricultural sector,2020,0,1,1,False,True,2
Improved calendar disc scheduler for LTE advanced networks with HARQ,2021,0,0,2,False,False,2
Lean Manufacturing Model Using a Biotechnological Approach for Increasing Efficiency and Reducing Waste at a Small Plastic Production Company,2021,4,0,0,False,False,4
Process portfolio management for enhanced digital readiness: Insights from a large Australian bank,2021,2,1,0,False,False,3
IT-CMF and BPM critical capability: Improving software development lab on academic context,2021,3,3,0,False,False,6
A new method for organizational process model discovery through the analysis of workflows and data exchange networks,2020,1,2,0,True,True,3
The biggest business process management problems of our time,2021,1,2,1,True,True,4
Business process management for Industry 4.0-Three application cases in the DFKI-Smart-Lego-Factory,2021,2,1,0,True,False,3
Understanding complex process models by abstracting infrequent behavior,2020,3,0,0,False,False,3
