Integrating Compliance Requirements across Business and IT,"Koetter, Falko",Falko,male,0.9938941136601905,True
Integrating Compliance Requirements across Business and IT,"Kochanowski, Monika",Monika,female,0.999996989457821,True
Integrating Compliance Requirements across Business and IT,"Weisbecker, Anette",Anette,female,0.9999912143384062,True
Integrating Compliance Requirements across Business and IT,"Fehling, Christoph",Christoph,male,0.9996583666010818,True
Integrating Compliance Requirements across Business and IT,"Leymann, Frank",Frank,male,0.999947578866658,True
Development of the management system of the national sustainable development experimentation areas,"Zhu, Huaji",Huaji,male,0.9915910319286518,True
Development of the management system of the national sustainable development experimentation areas,"Wu, Huarui",Huarui,male,0.5398173053228931,False
Development of the management system of the national sustainable development experimentation areas,"Chen, Cheng",Cheng,male,0.9844419389561052,True
Development of the management system of the national sustainable development experimentation areas,"Gu, Jingqiu",Jingqiu,female,0.9359653648997227,True
EPClets - A lightweight and flexible textual language to augment EPC process modelling,"Kapuruge, Malinda",Malinda,female,0.9999984088185713,True
EPClets - A lightweight and flexible textual language to augment EPC process modelling,"Han, Jun",Jun,male,0.9972113548054844,True
EPClets - A lightweight and flexible textual language to augment EPC process modelling,"Colman, Alan",Alan,male,0.9999595127093575,True
EPClets - A lightweight and flexible textual language to augment EPC process modelling,"Ruegg, Ulf",Ulf,male,0.999198922828611,True
Engineering informatics and industrial information integration engineering,"Da Xu, Li",Li,female,0.9821247080400133,True
Scenario-based method for business process analysis and improvement in SOA,"Wang, Jianyi",Jianyi,male,0.6761189851084629,False
Scenario-based method for business process analysis and improvement in SOA,"Jiang, Lihong",Lihong,female,0.9739253459595598,True
Scenario-based method for business process analysis and improvement in SOA,"Cai, Hongming",Hongming,male,0.9391859751901778,True
Towards Process Support for Cloud Manufacturing,"Schulte, Stefan",Stefan,male,0.9999831604184807,True
Towards Process Support for Cloud Manufacturing,"Hoenisch, Philipp",Philipp,male,0.9999372005997167,True
Towards Process Support for Cloud Manufacturing,"Hochreiner, Christoph",Christoph,male,0.9996583666010818,True
Towards Process Support for Cloud Manufacturing,"Dustdar, Schahram",Schahram,unknown,0.7299774829155605,False
Towards Process Support for Cloud Manufacturing,"Klusch, Matthias",Matthias,male,0.9999337682187655,True
Towards Process Support for Cloud Manufacturing,"Schuller, Dieter",Dieter,male,0.9999629369688875,True
Elastic Business Process Management: State of the art and open challenges for BPM in the cloud,"Schulte, Stefan",Stefan,male,0.9999831604184807,True
Elastic Business Process Management: State of the art and open challenges for BPM in the cloud,"Janiesch, Christian",Christian,male,0.9993987974523811,True
