"Process Architecture for the Integration of Outpatient, Hospitalization and Emergency Services in Level III Hospitals in Peru",2024,3,1,0,False,False,4
Best practices for business process automation description–a case study,2024,2,1,0,True,False,3
Practice of college music intangible cultural heritage based on clustering improved distance beat tracking algorithm,2024,0,0,1,False,False,1
Generative AI for BPMN Process Analysis: Experiments with Multi-modal Process Representations,2024,1,1,0,True,False,2
From Design to Evaluation: Students Experiencing the BPM Lifecycle Hands-on,2024,3,0,0,False,False,3
Activity and Sequence Detection Evaluation Metrics: A Comprehensive Tool for Event Log Comparison,2024,3,1,0,False,True,4
Implementation of Digital Twins and Big Data Analytics in Industrial Production Processes,2024,0,0,1,False,False,1
PM4ILP: An Approach for the Identification and Improvement of Unstructured and Loosely Specified Processes,2024,0,3,0,True,True,3
Privacy-Preserving Cross-Organization Process Mining Based on Blockchain and Cryptography,2024,3,1,1,False,True,5
Performance Measurement of Reading Teaching-Learning Business Processes: Case of Whole-Word and Syllabic Reading Methods in Primary Schools,2024,1,1,1,False,False,3
A Semi-Automated Approach to Process Discovery from Multiple Natural Language Documents,2024,1,2,0,False,True,3
AI Resume Parser: Augmented Business Process Management Systems (ABPMS),2024,1,1,2,False,False,4
"Measuring, Analyzing and Managing Process Complexity (Extended Abstract)",2024,1,0,0,False,False,1
An End-To-End Execution of a Logistic Process in an AI-Augmented Business Process Management System,2024,2,2,0,False,True,4
Unlocking the potential of knowledge management in harnessing technological advancements for design and development,2024,2,1,1,True,False,4
Conceptualizing Business Process Management Capabilities in Digitalization Contexts,2024,3,0,0,False,False,3
Semi-supervised Detection of Contaminated Business Process Instances using Graph Autoencoders and Dynamic Edge Convolutions for BPM Anomaly Detection,2024,4,0,0,False,False,4
COMB: Interconnected Transformers-Based Autoencoder for Multi-Perspective Business Process Anomaly Detection,2024,3,0,2,False,False,5
Repairing Process Models Through Simulation and Explainable AI,2024,2,0,0,False,False,2
Building Organizational Process Mining Capability: Experiences at a Global Gaming Company,2024,2,2,0,True,False,4
Scp-bp Framework: Situational Crime Prevention for Managing Data Breaches in Business Processes,2024,3,1,1,False,False,5
Edge Information Assisted Decoder for Business Process Anomaly Detection,2024,3,0,0,False,False,3
Embracing Industry 4.0 paradigms for Digital Transformation at the Gran Telescopio Canarias,2024,12,1,0,False,False,13
Towards a Continuous Temporal Improvement Approach for Real-Time Business Processes,2024,2,1,0,True,False,3
An NFC application for the process mapping automation for SMEs,2024,2,2,0,True,False,4
A Flexible Approach to Multi-party Business Process Execution on Blockchain,2023,3,3,0,False,False,6
